target_id	length	eff_length	est_counts	tpm
YHR055C	186	19.0638	31.8363	787.188
YPR161C	1974	1795	91	23.897
YOL138C	4026	3847	92	11.2728
YDR395W	2835	2656	96	17.0376
YGR129W	648	469	26	26.1316
YPR165W	630	451	528	551.853
YPR098C	486	307	70	107.479
YPL015C	1074	895	213	112.182
YCL050C	966	787	297	177.888
YAL069W	315	136	0	0
YMR193W	777	598	34	26.8005
YLR031W	561	382	7	8.63775
YIL014C-A	315	136	17	58.9218
YGR053C	852	673	13	9.1053
YCR101C	549	370	2	2.54797
YER087C-B	249	70.019	55	370.265
YOR280C	801	622	47	35.6183
YGR097W	3441	3262	376	54.3338
YHR215W	1404	1225	27.0675	10.4154
YKL025C	2040	1861	103	26.089
YKR011C	1062	883	99	52.8494
YEL004W	1029	850	28	15.5276
YJL200C	2370	2191	50	10.7571
YLL027W	753	574	144	118.254
YOR024W	324	145	0	0
YLR045C	2667	2488	128	24.2508
YDR348C	1500	1321	295	105.265
YPL183C	3042	2863	44	7.24431
YGR003W	2235	2056	19	4.35609
YEL008C-A	93	4.74468	0	0
YBL095W	813	634	67.7557	50.3758
YGL060W	1926	1747	45	12.1419
YLL007C	1998	1819	37	9.58815
YEL009C	846	667	1328	938.508
YEL015W	1656	1477	177	56.4883
YOR083W	888	709	31	20.6102
YBR252W	444	265	67	119.178
YDR329C	1326	1147	163	66.9869
YDL202W	750	571	61	50.357
YHR209W	876	697	58	39.2248
YPR008W	2085	1906	257	63.5589
YER075C	2787	2608	23	4.15706
YDL203C	1872	1693	61	16.984
YBR050C	1017	838	32.668	18.3757
YMR197C	654	475	131	130
YDR261W-A	1317	1138	0	0
YBL049W	417	238	17	33.6696
YER054C	1647	1468	66	21.1926
YDR305C	654	475	41	40.6871
YHL019W-A	594	415	58.8388	66.8316
YNL201C	2577	2398	56	11.0079
YHR180W-A	183	17.7996	0	0
YCR061W	1896	1717	97	26.6298
YBR206W	324	145	52.1233	169.445
YPL171C	1203	1024	15	6.9049
YHR051W	447	268	80	140.709
YDL116W	2181	2002	81	19.0716
YPR124W	1221	1042	233.111	105.454
YJL023C	1044	865	29	15.8033
YGL167C	2853	2674	435	76.6821
YDL165W	576	397	59	70.0531
YLR154C-H	132	7.19434	0	0
YPL119C-A	264	85.0011	3	16.6365
YIL143C	2532	2353	122	24.4402
YBR292C	372	193	0	0
YGR240C	2964	2785	1540	260.652
YOR094W	552	373	16	20.2198
YDR167W	621	442	99	105.579
YBR063C	1215	1036	29	13.1948
YER052C	1584	1405	231	77.5
YGR178C	2169	1990	489	115.83
YPL118W	1035	856	124	68.2832
YPR187W	468	289	150	244.658
YJL065C	504	325	39.9031	57.8748
YOL141W	2088	1909	3	0.740766
YPR086W	1038	859	148	81.2147
YBR122C	534	355	42	55.7682
YBR271W	1260	1081	16	6.97686
YBR279W	1338	1159	131	53.2787
YHR095W	495	316	4	5.96676
YMR221C	1515	1336	94	33.1656
YDR241W	288	109	0	0
YJL221C	1770	1591	21.6034	6.40056
YER130C	1332	1153	63	25.7559
YBR155W	1158	979	65	31.2966
YDR363W	1371	1192	52	20.5633
YGR266W	2106	1927	157	38.4047
YLR443W	1347	1168	80.0784	32.3175
YPL147W	2613	2434	65	12.5881
YAL034C	1242	1063	98	43.4569
YBR067C	633	454	143	148.473
YCR095C	1089	910	24	12.4319
YLR270W	1053	874	152	81.9782
YPR084W	1371	1192	45	17.7952
YBR184W	1572	1393	4	1.35355
YMR113W	1284	1105	74	31.5672
YGR035C	351	172	5	13.7027
YDL222C	930	751	14	8.78727
YCL008C	1158	979	143	68.8524
YEL065W	1887	1708	73	20.1466
YNL335W	678	499	16.5	15.5865
YMR296C	1677	1498	419	131.846
YDR232W	1647	1468	206	66.1465
YGR190C	366	187	3.95172	9.96117
YHR116W	456	277	28	47.648
YDR313C	861	682	43	29.7201
YFR018C	1092	913	172	88.8022
YKL007W	807	628	210	157.625
YIL048W	3456	3277	121	17.405
YDL213C	678	499	165	155.865
YDR443C	4263	4084	105.893	12.2221
YNL292W	1212	1033	57	26.01
YKL183C-A	213	36.0583	0	0
YOR324C	1809	1630	71.0989	20.5609
YNL134C	1131	952	126	62.3878
YKL100C	1764	1585	295	87.7321
YOR192C-B	5313	5134	182.295	16.7373
YPL021W	564	385	0	0
YIL146C	1590	1411	46	15.3673
YLR299C-A	93	4.74468	0	0
YNL218W	1764	1585	40	11.8959
YIL121W	1629	1450	34	11.0529
YNL228W	777	598	18.3936	14.4988
YDL167C	2160	1981	38	9.04201
YPL214C	1623	1444	97	31.6643
YOR228C	909	730	38	24.5373
YBR270C	1638	1459	29	9.36933
YGR222W	882	703	35	23.4681
YEL063C	1773	1594	171	50.5678
YAL068W-A	255	76.0064	0	0
YML020W	1995	1816	71	18.4293
YGR121C	1479	1300	106	38.4351
YBR222C	1632	1453	251	81.4281
YDL095W	2454	2275	458.995	95.1027
YDL003W	1701	1522	66	20.4407
YOR323C	1371	1192	311	122.984
YMR183C	888	709	219	145.601
YOR274W	1287	1108	53	22.5477
YER146W	282	103	96.5092	441.67
YML075C	3165	2986	175	27.6258
YOL035C	303	124	18.7262	71.1858
YPL063W	1431	1252	209	78.6879
YDR457W	9807	9628	282	13.8064
YLR273C	1947	1768	41	10.9312
YDR181C	1446	1267	77	28.6471
YLR434C	384	205	0	0
YGL097W	1449	1270	171	63.4685
YCL056C	435	256	24	44.1913
YJL083W	1815	1636	55	15.8469
YMR242W-A	90	4.62459	0	0
YOR026W	1026	847	41	22.8174
YPL140C	1521	1342	53	18.6161
YNR016C	6702	6523	951	68.7225
YER123W	1575	1396	58	19.5843
YGR055W	1725	1546	161	49.0888
YKR054C	12279	12100	105	4.09044
YMR315W	1050	871	272	147.203
YAL024C	4308	4129	50	5.70809
YKL202W	582	403	2	2.33933
YKL187C	2253	2074	81	18.4095
YDR383C	717	538	35	30.6656
YDR396W	501	322	35.003	51.2408
YGR115C	780	601	0	0
YKL055C	837	658	6	4.29825
YDR035W	1113	934	416	209.948
YBL062W	381	202	11.0195	25.7145
YHR160C	852	673	5	3.50204
YGR047C	3078	2899	58	9.43074
YDR119W	2307	2128	113	25.0307
YBR208C	5508	5329	138	12.2067
YER151C	2739	2560	111	20.4385
YLR070C	1071	892	50	26.4223
YPR019W	2802	2623	168	30.191
YPL228W	1650	1471	82	26.2765
YPR190C	1965	1786	62	16.3635
YGR041W	1644	1465	64	20.5925
YDR353W	960	781	902	544.404
YHR097C	1101	922	217	110.942
YPL047W	300	121	12	46.7479
YPL014W	1146	967	70	34.1222
YGR007W	972	793	175	104.023
YML116W	1629	1450	56	18.2048
