target_id	length	eff_length	est_counts	tpm
YHR055C	186	19.0638	18.5	696.117
YPR161C	1974	1795	55	21.9795
YOL138C	4026	3847	43	8.01801
YDR395W	2835	2656	67	18.0953
YGR129W	648	469	6	9.17695
YPR165W	630	451	376	598.042
YPR098C	486	307	27	63.0878
YPL015C	1074	895	71	56.9057
YCL050C	966	787	201	183.207
YAL069W	315	136	0	0
YMR193W	777	598	15	17.9933
YLR031W	561	382	2	3.75566
YIL014C-A	315	136	3	15.8235
YGR053C	852	673	9	9.59285
YCR101C	549	370	1	1.93873
YER087C-B	249	70.019	17	174.162
YOR280C	801	622	29	33.4447
YGR097W	3441	3262	227	49.9186
YHR215W	1404	1225	407.649	238.71
YKL025C	2040	1861	56	21.5855
YKR011C	1062	883	42	34.12
YEL004W	1029	850	9	7.59528
YJL200C	2370	2191	74	24.2275
YLL027W	753	574	78	97.4772
YOR024W	324	145	0	0
YLR045C	2667	2488	66	19.0289
YDR348C	1500	1321	138	74.937
YPL183C	3042	2863	24	6.01326
YGR003W	2235	2056	13	4.53566
YEL008C-A	93	4.74468	0	0
YBL095W	813	634	23.2385	26.2929
YGL060W	1926	1747	28	11.497
YLL007C	1998	1819	24	9.46452
YEL009C	846	667	794	853.915
YEL015W	1656	1477	109	52.9378
YOR083W	888	709	28	28.329
YBR252W	444	265	52	140.759
YDR329C	1326	1147	84	52.5335
YDL202W	750	571	38	47.7384
YHR209W	876	697	63	64.8377
YPR008W	2085	1906	119	44.7862
YER075C	2787	2608	15	4.12576
YDL203C	1872	1693	27	11.44
YBR050C	1017	838	30.8458	26.4042
YMR197C	654	475	76	114.773
YDR261W-A	1317	1138	31.4452	19.8213
YBL049W	417	238	5	15.07
YER054C	1647	1468	49	23.9436
YDR305C	654	475	33	49.8357
YHL019W-A	594	415	22.4115	38.7385
YNL201C	2577	2398	19	5.68361
YHR180W-A	183	17.7996	0	0
YCR061W	1896	1717	65	27.1558
YBR206W	324	145	20.8222	103.01
YPL171C	1203	1024	5	3.5026
YHR051W	447	268	38	101.711
YDL116W	2181	2002	40	14.3323
YPR124W	1221	1042	264.502	182.088
YJL023C	1044	865	11.7687	9.75962
YGL167C	2853	2674	183	49.0919
YDL165W	576	397	31	56.0133
YLR154C-H	132	7.19434	0	0
YPL119C-A	264	85.0011	1	8.43909
YIL143C	2532	2353	62	18.9012
YBR292C	372	193	0	0
YGR240C	2964	2785	1043	268.645
YOR094W	552	373	12	23.0777
YDR167W	621	442	57	92.5066
YBR063C	1215	1036	11	7.61646
YER052C	1584	1405	204	104.154
YGR178C	2169	1990	254	91.5589
YPL118W	1035	856	70	58.6603
YPR187W	468	289	93	230.837
YJL065C	504	325	29	64.0081
YOL141W	2088	1909	2	0.751526
YPR086W	1038	859	85	70.9816
YBR122C	534	355	32	64.6609
YBR271W	1260	1081	18	11.9445
YBR279W	1338	1159	68	42.0868
YHR095W	495	316	0	0
YMR221C	1515	1336	60	32.2155
YDR241W	288	109	0	0
YJL221C	1770	1591	14.9067	6.72098
YER130C	1332	1153	43	26.7522
YBR155W	1158	979	34	24.9124
YDR363W	1371	1192	19	11.434
YGR266W	2106	1927	63	23.452
YLR443W	1347	1168	60	36.8492
YPL147W	2613	2434	27	7.95726
YAL034C	1242	1063	31	20.9194
YBR067C	633	454	517	816.874
YCR095C	1089	910	8	6.30621
YLR270W	1053	874	83	68.1219
YPR084W	1371	1192	40	24.0715
YBR184W	1572	1393	1	0.514955
YMR113W	1284	1105	27	17.5276
YGR035C	351	172	18	75.0696
YDL222C	930	751	6	5.73101
YCL008C	1158	979	118	86.4608
YEL065W	1887	1708	107	44.9382
YNL335W	678	499	8	11.5003
YMR296C	1677	1498	319	152.756
YDR232W	1647	1468	180	87.9562
YGR190C	366	187	5.27115	20.2201
YHR116W	456	277	22	56.9722
YDR313C	861	682	16	16.8289
YFR018C	1092	913	123	96.6395
YKL007W	807	628	105	119.936
YIL048W	3456	3277	65	14.2284
YDL213C	678	499	73	104.94
YDR443C	4263	4084	51.4994	9.04558
YNL292W	1212	1033	34	23.6102
YKL183C-A	213	36.0583	0	0
YOR324C	1809	1630	29.7876	13.109
YNL134C	1131	952	221	166.523
YKL100C	1764	1585	141	63.8131
YOR192C-B	5313	5134	70.4984	9.85017
YPL021W	564	385	0	0
YIL146C	1590	1411	11	5.59224
YLR299C-A	93	4.74468	0	0
YNL218W	1764	1585	28	12.6721
YIL121W	1629	1450	129	63.8178
