target_id	length	eff_length	est_counts	tpm
YHR055C	186	19.0638	55	1144.27
YPR161C	1974	1795	92	20.3283
YOL138C	4026	3847	95	9.79442
YDR395W	2835	2656	136	20.309
YGR129W	648	469	24	20.2962
YPR165W	630	451	546	480.168
YPR098C	486	307	44	56.8449
YPL015C	1074	895	139	61.5983
YCL050C	966	787	394	198.563
YAL069W	315	136	0	0
YMR193W	777	598	46	30.5094
YLR031W	561	382	4	4.15311
YIL014C-A	315	136	5	14.5817
YGR053C	852	673	19	11.1974
YCR101C	549	370	3	3.21586
YER087C-B	249	70.019	52	294.554
YOR280C	801	622	48	30.6075
YGR097W	3441	3262	348	42.3129
YHR215W	1404	1225	534.27	172.982
YKL025C	2040	1861	111	23.6567
YKR011C	1062	883	91	40.875
YEL004W	1029	850	27	12.5986
YJL200C	2370	2191	115	20.8177
YLL027W	753	574	147	101.574
YOR024W	324	145	0	0
YLR045C	2667	2488	114	18.1732
YDR348C	1500	1321	230	69.0561
YPL183C	3042	2863	43	5.95696
YGR003W	2235	2056	29	5.59438
YEL008C-A	93	4.74468	0	0
YBL095W	813	634	53.3057	33.3474
YGL060W	1926	1747	49	11.1245
YLL007C	1998	1819	23	5.01502
YEL009C	846	667	1466	871.737
YEL015W	1656	1477	165	44.3079
YOR083W	888	709	41	22.9359
YBR252W	444	265	76	113.748
YDR329C	1326	1147	142	49.1023
YDL202W	750	571	75	52.0958
YHR209W	876	697	121	68.8541
YPR008W	2085	1906	241	50.1501
YER075C	2787	2608	32	4.86653
YDL203C	1872	1693	69	16.1648
YBR050C	1017	838	66.1597	31.3131
YMR197C	654	475	126	105.209
YDR261W-A	1317	1138	0	0
YBL049W	417	238	9	14.9983
YER054C	1647	1468	81	21.8845
YDR305C	654	475	33	27.5548
YHL019W-A	594	415	30.8345	29.4691
YNL201C	2577	2398	48	7.93906
YHR180W-A	183	17.7996	0	0
YCR061W	1896	1717	90	20.7898
YBR206W	324	145	40.4392	110.614
YPL171C	1203	1024	11	4.26059
YHR051W	447	268	92	136.154
YDL116W	2181	2002	103	20.4057
YPR124W	1221	1042	580.054	220.789
YJL023C	1044	865	45	20.6335
YGL167C	2853	2674	346	51.3206
YDL165W	576	397	58	57.9448
YLR154C-H	132	7.19434	0	0
YPL119C-A	264	85.0011	3	13.9983
YIL143C	2532	2353	117	19.7216
YBR292C	372	193	1	2.05504
YGR240C	2964	2785	1828	260.332
YOR094W	552	373	19	20.2033
YDR167W	621	442	78	69.9922
YBR063C	1215	1036	28	10.7195
YER052C	1584	1405	333	94.0038
YGR178C	2169	1990	356	70.9536
YPL118W	1035	856	139	64.4048
YPR187W	468	289	206	282.714
YJL065C	504	325	39.2215	47.865
YOL141W	2088	1909	0	0
YPR086W	1038	859	135	62.333
YBR122C	534	355	55	61.4485
YBR271W	1260	1081	34	12.4747
YBR279W	1338	1159	123	42.0919
YHR095W	495	316	0	0
YMR221C	1515	1336	108	32.0623
YDR241W	288	109	1	3.63874
YJL221C	1770	1591	23.5966	5.88244
YER130C	1332	1153	96	33.0232
YBR155W	1158	979	68	27.5489
YDR363W	1371	1192	58	19.2987
YGR266W	2106	1927	102	20.994
YLR443W	1347	1168	99.7482	33.8719
YPL147W	2613	2434	29	4.72558
YAL034C	1242	1063	83	30.9686
YBR067C	633	454	816	712.872
YCR095C	1089	910	29	12.6396
YLR270W	1053	874	153	69.4316
YPR084W	1371	1192	44	14.6404
YBR184W	1572	1393	4	1.1389
YMR113W	1284	1105	64	22.9718
YGR035C	351	172	35	80.7081
YDL222C	930	751	13	6.86563
YCL008C	1158	979	120	48.6156
YEL065W	1887	1708	159	36.9221
YNL335W	678	499	9	7.15351
YMR296C	1677	1498	462	122.323
YDR232W	1647	1468	228	61.6008
YGR190C	366	187	7.34135	15.5708
YHR116W	456	277	26	37.2281
YDR313C	861	682	37	21.5176
YFR018C	1092	913	165	71.6788
YKL007W	807	628	223	140.839
YIL048W	3456	3277	132	15.9762
YDL213C	678	499	149	118.43
YDR443C	4263	4084	76.5868	7.43782
YNL292W	1212	1033	60	23.0371
YKL183C-A	213	36.0583	0	0
YOR324C	1809	1630	49.9996	12.1662
YNL134C	1131	952	388	161.649
YKL100C	1764	1585	271	67.8137
YOR192C-B	5313	5134	210.909	16.2936
YPL021W	564	385	0	0
YIL146C	1590	1411	23	6.46514
YLR299C-A	93	4.74468	0	0
YNL218W	1764	1585	40	10.0094
YIL121W	1629	1450	267	73.0332
YNL228W	777	598	37.3482	24.7711
YDL167C	2160	1981	63	12.6134
YPL214C	1623	1444	110	30.2136
YOR228C	909	730	44	23.906
YBR270C	1638	1459	27	7.33983
YGR222W	882	703	35	19.7465
YEL063C	1773	1594	126	31.3516
YAL068W-A	255	76.0064	0	0
YML020W	1995	1816	74	16.1619
YGR121C	1479	1300	80	24.4075
YBR222C	1632	1453	287	78.3418
YDL095W	2454	2275	343.172	59.8284
YDL003W	1701	1522	44	11.4661
YOR323C	1371	1192	347	115.46
YMR183C	888	709	173	96.7781
YOR274W	1287	1108	53	18.972
YER146W	282	103	37.9209	146.022
YML075C	3165	2986	245	32.5427
YOL035C	303	124	15.1808	48.5568
YPL063W	1431	1252	232	73.4955
YDR457W	9807	9628	315	12.9763
YLR273C	1947	1768	9	2.01901
YDR181C	1446	1267	59	18.4694
YLR434C	384	205	0	0
YGL097W	1449	1270	202	63.0848
YCL056C	435	256	28	43.3806
YJL083W	1815	1636	47	11.3944
YMR242W-A	90	4.62459	0	0
YOR026W	1026	847	34	15.9211
YPL140C	1521	1342	45	13.2996
YNR016C	6702	6523	1034	62.871
YER123W	1575	1396	74	21.0244
YGR055W	1725	1546	272	69.7809
YKR054C	12279	12100	114	3.73677
YMR315W	1050	871	380	173.038
YAL024C	4308	4129	26	2.4975
YKL202W	582	403	7.86327	7.73883
YKL187C	2253	2074	43	8.22313
YDR383C	717	538	35	25.8026
YDR396W	501	322	57.7492	71.1324
YGR115C	780	601	0	0
YKL055C	837	658	6	3.61662
YDR035W	1113	934	528	224.215
YBL062W	381	202	18.5333	36.3898
YHR160C	852	673	13	7.66135
YGR047C	3078	2899	58	7.93519
YDR119W	2307	2128	121	22.5523
YBR208C	5508	5329	126	9.37782
YER151C	2739	2560	122	18.9015
YLR070C	1071	892	37	16.4518
YPR019W	2802	2623	124	18.75
YPL228W	1650	1471	79	21.3006
YPR190C	1965	1786	65	14.4347
YGR041W	1644	1465	91	24.6366
YDR353W	960	781	951	482.955
YHR097C	1101	922	416	178.953
YPL047W	300	121	14	45.8902
YPL014W	1146	967	96	39.3751
YGR007W	972	793	167	83.5258
YML116W	1629	1450	89	24.3444
YOL137W	1494	1315	49	14.7791
YGL155W	1131	952	83	34.5795
YER061C	1329	1150	86	29.6605
YKL214C	612	433	38	34.8075
YPL119C	1854	1675	37	8.76121
YDL125C	477	298	374	497.774
YHR186C	4674	4495	91	8.02951
YKL011C	1062	883	24	10.7802
YLL019C	2214	2035	137	26.7014
YNL257C	3690	3511	96	10.8447
YGL199C	471	292	16.2227	22.0352
YJR092W	4344	4165	70	6.66592
YDR010C	333	154	1	2.57547
YBL059W	582	403	21	20.6677
YBR291C	900	721	53	29.1553
YPL189C-A	207	31.3862	9	113.731
YDR262W	819	640	101	62.592
YFL012W	447	268	0	0
YLR078C	735	556	87	62.0614
YDR072C	1584	1405	337	95.1329
YDR179C	489	310	9	11.5148
YKL153W	510	331	5428.59	6504.83
YOR108C-A	210	33.6633	0	0
YGR220C	810	631	89.0307	55.9613
YIL053W	753	574	2950	2038.39
YMR161W	675	496	57	45.5796
YER011W	765	586	278	188.159
YDR258C	2436	2257	266	46.7442
YDR467C	327	148	8.48634	22.7424
YGL162W	900	721	92	50.6092
YNL243W	2907	2728	475	69.06
YBR234C	1155	976	392	159.299
YNL047C	1971	1792	48	10.6238
YKL038W	3513	3334	149	17.7255
YFL053W	1776	1597	21	5.21545
YOR200W	399	220	18.4885	33.3315
YKR060W	825	646	12	7.3676
YPR200C	393	214	4	7.4135
YLR411W	726	547	7	5.07561
YLR318W	2655	2476	17	2.72318
YHR150W	1740	1561	34	8.6388
YGL219C	1380	1201	149.66	49.4242
YFL009W	2340	2161	128.072	23.5059
YBR045C	1920	1741	9	2.05032
YMR039C	879	700	248	140.518
YKL195W	1212	1033	400	153.581
YPR127W	1038	859	112	51.7133
YPL188W	1245	1066	36	13.3944
YGL147C	576	397	2200.21	2198.12
YDR217C	3930	3751	71	7.50738
YML015C	1041	862	53	24.3863
YJR126C	2436	2257	247	43.4053
YPR026W	3636	3457	99	11.3583
YHR073W	2991	2812	214	30.1839
YMR274C	948	769	37	19.0833
YMR008C	1995	1816	621	135.629
YHR125W	306	127	0	0
YER119C-A	372	193	6	12.3302
YDL227C	1761	1582	9	2.25639
YOR197W	1299	1120	359	127.132
YDR034C-C	1317	1138	0	0
YNL081C	432	253	71	111.305
YKL096W-A	279	100	1342	5322.67
YDR532C	1158	979	30	12.1539
YNL319W	441	262	0	0
YDR049W	1899	1720	57	13.1439
YBR113W	483	304	12	15.6561
YKL170W	417	238	34.3068	57.1716
YJL043W	774	595	5	3.33296
YGL047W	609	430	58	53.4979
YLR006C	2139	1960	162	32.7821
YHR079C	3348	3169	86	10.7635
YPR171W	1731	1552	67	17.1222
YML063W	768	589	2312.52	1557.21
YLR178C	660	481	296	244.075
YHL029C	2040	1861	61	13.0005
YJL090C	2295	2116	38	7.12271
YBR008C	1647	1468	59	15.9405
YDR372C	1038	859	251	115.893
YOR184W	1188	1009	392	154.089
YHR218W	1812	1633	7.12753	1.73113
YMR203W	1164	985	344	138.516
YBL006W-A	150	9.35544	0	0
YIR008C	1230	1051	46	17.3593
YBL024W	2055	1876	142	30.0215
YDR317W	1245	1066	19	7.06926
YOL166C	339	160	0	0
YJL087C	2484	2305	40	6.88282
YJL038C	660	481	4	3.29832
YDR043C	696	517	23	17.6447
YHR028C	2457	2278	266	46.3132
YOR340C	981	802	77	38.0797
YCL044C	1254	1075	52	19.1855
YEL072W	696	517	9	6.90445
YFR022W	2202	2023	64	12.5476
YIR010W	1731	1552	63	16.1
YBL008W	2523	2344	51	8.62958
YMR178W	825	646	111	68.1503
YOL008W	624	445	13	11.5867
YHR017W	1158	979	73	29.5745
YKR101W	1965	1786	26	5.7739
YMR095C	675	496	6	4.79785
YHR198C	966	787	43	21.6706
YOR076C	2244	2065	49	9.41138
YGL015C	393	214	0	0
YNL219C	1668	1489	150	39.9553
YLR210W	1383	1204	20	6.58841
YIL034C	864	685	243	140.7
YLR148W	2757	2578	67	10.3079
YOR342C	960	781	82	41.6428
YOL070C	1506	1327	99	29.5898
YDL160C	1521	1342	133	39.3076
YIL043C	855	676	549	322.109
YLR124W	345	166	2	4.77858
YGR231C	933	754	294	154.651
YPR202W	717	538	23.2281	17.1242
YGR034W	384	205	1305.18	2525.18
YMR266W	2862	2683	282	41.6875
YNL021W	2121	1942	77	15.726
YPL107W	747	568	46	32.1208
YGR088W	1689	1510	87	22.8518
YHR173C	339	160	4	9.91556
YCR063W	474	295	5	6.72241
YHR073W-A	177	15.5846	0	0
YDL048C	1473	1294	296	90.7266
YML092C	753	574	239	165.144
YPR097W	3222	3043	93	12.1216
YBR201C-A	204	29.2345	6	81.4017
YNL056W	594	415	121	115.642
YAL020C	1002	823	116.444	56.1172
YDL025C	1863	1684	179	42.1588
YDL243C	990	811	67.7981	33.1569
YFL017C	480	301	41	54.025
YGL197W	4464	4285	211	19.5303
YLR256W-A	1323	1144	103.226	35.7882
YHR092C	1731	1552	2565.71	655.681
YLL011W	1470	1291	32	9.83108
YDR379C-A	240	61.0822	8	51.946
YDR113C	1122	943	45	18.9268
YLR189C	3597	3418	117	13.5766
YNR074C	1137	958	54	22.3566
YOL159C	516	337	44	51.7845
YDL247W	1830	1651	51	12.2518
YFL028C	870	691	86	49.3626
YML032C	1416	1237	141	45.2092
YBR256C	717	538	209	154.078
YOR081C	2250	2071	99	18.9597
YLR442C	2937	2758	85	12.2237
YPL024W	726	547	25	18.1272
YMR257C	2403	2224	35	6.24181
YDL219W	453	274	17	24.608
YKL122C	504	325	85	103.732
YKR040C	504	325	4.79322	5.84954
YDL080C	1830	1651	79	18.9783
YGL240W	753	574	14	9.67372
YEL001C	678	499	256	203.478
YLR374C	390	211	13	24.4365
YPR168W	474	295	16	21.5117
YDL034W	345	166	1	2.38929
YHR109W	1758	1579	14	3.5166
YJL060W	1335	1156	141	48.377
YPL061W	1503	1324	2331	698.283
YDR223W	1404	1225	39	12.6272
YER174C	735	556	103	73.475
YGR104C	924	745	36	19.1656
YLR240W	2628	2449	67	10.8508
YPR062W	477	298	339	451.191
YDR402C	1470	1291	4.27483	1.31332
YLR037C	375	196	7.5	15.1769
YMR146C	1044	865	815	373.696
YGR241C	1707	1528	230	59.701
YGL062W	3537	3358	279.589	33.0231
YPR057W	1026	847	66	30.9056
YIL012W	342	163	3	7.2998
YDR156W	414	235	28	47.2571
