target_id	length	eff_length	est_counts	tpm
YHR055C	186	19.0638	27.5	760.014
YPR161C	1974	1795	87	25.536
YOL138C	4026	3847	81	11.0933
YDR395W	2835	2656	168	33.3257
YGR129W	648	469	28	31.4546
YPR165W	630	451	385	449.762
YPR098C	486	307	31	53.2013
YPL015C	1074	895	108	63.5769
YCL050C	966	787	297	198.829
YAL069W	315	136	0	0
YMR193W	777	598	36	31.7176
YLR031W	561	382	3	4.13768
YIL014C-A	315	136	4	15.496
YGR053C	852	673	15	11.7429
YCR101C	549	370	3	4.27187
YER087C-B	249	70.019	57	428.901
YOR280C	801	622	25	21.1762
YGR097W	3441	3262	263	42.4786
YHR215W	1404	1225	537.206	231.049
YKL025C	2040	1861	92	26.0459
YKR011C	1062	883	63	37.5905
YEL004W	1029	850	20	12.3968
YJL200C	2370	2191	115	27.6537
YLL027W	753	574	110	100.967
YOR024W	324	145	0	0
YLR045C	2667	2488	87	18.4233
YDR348C	1500	1321	197	78.5709
YPL183C	3042	2863	87	16.0102
YGR003W	2235	2056	29	7.43145
YEL008C-A	93	4.74468	0	0
YBL095W	813	634	39.5564	32.872
YGL060W	1926	1747	37	11.1585
YLL007C	1998	1819	35	10.1376
YEL009C	846	667	1058	835.715
YEL015W	1656	1477	182	64.9216
YOR083W	888	709	16	11.8897
YBR252W	444	265	80	159.053
YDR329C	1326	1147	124	56.9583
YDL202W	750	571	54	49.826
YHR209W	876	697	52	39.3069
YPR008W	2085	1906	207	57.2198
YER075C	2787	2608	39	7.87872
YDL203C	1872	1693	49	15.2489
YBR050C	1017	838	31.8505	20.0249
YMR197C	654	475	85	94.2809
YDR261W-A	1317	1138	0	0
YBL049W	417	238	8	17.7097
YER054C	1647	1468	27	9.69028
YDR305C	654	475	35	38.8216
YHL019W-A	594	415	27.0786	34.3777
YNL201C	2577	2398	60	13.1826
YHR180W-A	183	17.7996	0	0
YCR061W	1896	1717	51	15.6494
YBR206W	324	145	35.2768	128.18
YPL171C	1203	1024	3	1.54355
YHR051W	447	268	55	108.125
YDL116W	2181	2002	76	20.0008
YPR124W	1221	1042	435.421	220.161
YJL023C	1044	865	41	24.9727
YGL167C	2853	2674	302	59.5037
YDL165W	576	397	46	61.0472
YLR154C-H	132	7.19434	0	0
YPL119C-A	264	85.0011	5	30.9916
YIL143C	2532	2353	111	24.8542
YBR292C	372	193	0	0
YGR240C	2964	2785	1435	271.472
YOR094W	552	373	15	21.1876
YDR167W	621	442	82	97.744
YBR063C	1215	1036	31	15.7652
YER052C	1584	1405	228	85.4982
YGR178C	2169	1990	304	80.4858
YPL118W	1035	856	97	59.7031
YPR187W	468	289	191	348.204
YJL065C	504	325	18.0394	29.244
YOL141W	2088	1909	6	1.65594
YPR086W	1038	859	130	79.735
YBR122C	534	355	45	66.7856
YBR271W	1260	1081	34	16.5711
YBR279W	1338	1159	158	71.8244
YHR095W	495	316	1	1.66729
YMR221C	1515	1336	69	27.2108
YDR241W	288	109	0	0
YJL221C	1770	1591	21.0435	6.9686
YER130C	1332	1153	97	44.3242
YBR155W	1158	979	94	50.5876
YDR363W	1371	1192	46	20.332
YGR266W	2106	1927	96	26.2475
YLR443W	1347	1168	85.6694	38.644
YPL147W	2613	2434	23	4.97858
YAL034C	1242	1063	69	34.1991
YBR067C	633	454	909	1054.89
YCR095C	1089	910	35	20.264
YLR270W	1053	874	76	45.8143
YPR084W	1371	1192	50	22.1
YBR184W	1572	1393	2	0.756445
YMR113W	1284	1105	61	29.0848
YGR035C	351	172	73	223.611
YDL222C	930	751	7	4.91085
YCL008C	1158	979	89	47.8967
YEL065W	1887	1708	192	59.2259
YNL335W	678	499	6	6.33504
YMR296C	1677	1498	366	128.726
YDR232W	1647	1468	243	87.2125
YGR190C	366	187	15.0846	42.5001
YHR116W	456	277	22	41.8448
YDR313C	861	682	21	16.2231
YFR018C	1092	913	106	61.1693
YKL007W	807	628	137	114.937
YIL048W	3456	3277	122	19.6147
YDL213C	678	499	156	164.711
YDR443C	4263	4084	59.0966	7.62387
YNL292W	1212	1033	84	42.8428
YKL183C-A	213	36.0583	1	14.6114
YOR324C	1809	1630	72	23.2725
YNL134C	1131	952	183	101.277
YKL100C	1764	1585	199	66.1489
YOR192C-B	5313	5134	152.796	15.6804
YPL021W	564	385	0	0
YIL146C	1590	1411	18	6.72116
YLR299C-A	93	4.74468	0	0
YNL218W	1764	1585	33	10.9694
YIL121W	1629	1450	182	66.1305
YNL228W	777	598	30.5886	26.9499
YDL167C	2160	1981	94	25.0001
YPL214C	1623	1444	90	32.8378
YOR228C	909	730	30	21.6519
YBR270C	1638	1459	31	11.1945
YGR222W	882	703	39	29.2286
YEL063C	1773	1594	129	42.6383
YAL068W-A	255	76.0064	0	0
YML020W	1995	1816	81	23.5
YGR121C	1479	1300	71	28.7749
YBR222C	1632	1453	163	59.1045
YDL095W	2454	2275	296.482	68.6618
YDL003W	1701	1522	28	9.69264
YOR323C	1371	1192	242	106.964
YMR183C	888	709	131	97.3472
YOR274W	1287	1108	39	18.5449
YER146W	282	103	43.0865	220.396
YML075C	3165	2986	261	46.0521
YOL035C	303	124	8.02933	34.1158
YPL063W	1431	1252	241	101.417
YDR457W	9807	9628	219	11.9841
YLR273C	1947	1768	9	2.682
YDR181C	1446	1267	48	19.9601
YLR434C	384	205	0	0
YGL097W	1449	1270	165	68.4508
YCL056C	435	256	22	45.2774
YJL083W	1815	1636	43	13.8479
YMR242W-A	90	4.62459	0	0
YOR026W	1026	847	35	21.7712
YPL140C	1521	1342	47	18.452
YNR016C	6702	6523	824	66.5546
YER123W	1575	1396	85	32.0798
YGR055W	1725	1546	139	47.3701
YKR054C	12279	12100	75	3.26569
YMR315W	1050	871	214	129.448
YAL024C	4308	4129	39	4.97643
YKL202W	582	403	0	0
YKL187C	2253	2074	37	9.39921
YDR383C	717	538	29	28.3997
YDR396W	501	322	48.6086	79.5346
YGR115C	780	601	0	0
YKL055C	837	658	7	5.60494
YDR035W	1113	934	290	163.587
YBL062W	381	202	8.94269	23.3247
YHR160C	852	673	6	4.69715
YGR047C	3078	2899	53	9.63222
YDR119W	2307	2128	112	27.7297
YBR208C	5508	5329	107	10.5788
YER151C	2739	2560	133	27.3722
YLR070C	1071	892	22	12.9944
YPR019W	2802	2623	89	17.8768
YPL228W	1650	1471	76	27.2207
YPR190C	1965	1786	87	25.6647
YGR041W	1644	1465	82	29.49
YDR353W	960	781	698	470.872
YHR097C	1101	922	243	138.859
YPL047W	300	121	13	56.6052
YPL014W	1146	967	83	45.222
