target_id	length	eff_length	est_counts	tpm
YHR055C	186	19.0638	40.5	842.218
YPR161C	1974	1795	123	27.1656
YOL138C	4026	3847	116	11.954
YDR395W	2835	2656	100	14.9263
YGR129W	648	469	24	20.287
YPR165W	630	451	613	538.844
YPR098C	486	307	93	120.095
YPL015C	1074	895	228	100.993
YCL050C	966	787	382	192.428
YAL069W	315	136	1.19237	3.47578
YMR193W	777	598	41	27.1808
YLR031W	561	382	12	12.4537
YIL014C-A	315	136	15	43.7252
YGR053C	852	673	29	17.0829
YCR101C	549	370	5	5.35732
YER087C-B	249	70.019	61	345.377
YOR280C	801	622	59	37.6046
YGR097W	3441	3262	527	64.048
YHR215W	1404	1225	37.5788	12.1615
YKL025C	2040	1861	128	27.2673
YKR011C	1062	883	133	59.7132
YEL004W	1029	850	24	11.1936
YJL200C	2370	2191	67	12.123
YLL027W	753	574	218	150.565
YOR024W	324	145	0	0
YLR045C	2667	2488	161	25.654
YDR348C	1500	1321	329	98.7353
YPL183C	3042	2863	55	7.61589
YGR003W	2235	2056	29	5.59183
YEL008C-A	93	4.74468	0	0
YBL095W	813	634	84.9852	53.1414
YGL060W	1926	1747	56	12.7079
YLL007C	1998	1819	40	8.71779
YEL009C	846	667	1299	772.08
YEL015W	1656	1477	227	60.9291
YOR083W	888	709	32	17.893
YBR252W	444	265	95	142.121
YDR329C	1326	1147	221	76.385
YDL202W	750	571	63	43.7405
YHR209W	876	697	109	61.9973
YPR008W	2085	1906	370	76.9587
YER075C	2787	2608	44	6.68843
YDL203C	1872	1693	54	12.6449
YBR050C	1017	838	32	15.1386
YMR197C	654	475	179	149.396
YDR261W-A	1317	1138	65.928	22.9671
YBL049W	417	238	24	39.9773
YER054C	1647	1468	104	28.0858
YDR305C	654	475	63	52.5807
YHL019W-A	594	415	68.9141	65.8323
YNL201C	2577	2398	69	11.4072
YHR180W-A	183	17.7996	0	0
YCR061W	1896	1717	115	26.5526
YBR206W	324	145	54.7817	149.778
YPL171C	1203	1024	19	7.35585
YHR051W	447	268	102	150.884
YDL116W	2181	2002	150	29.7034
YPR124W	1221	1042	236.387	89.9363
YJL023C	1044	865	58	26.5822
YGL167C	2853	2674	525.511	77.9111
YDL165W	576	397	80	79.8875
YLR154C-H	132	7.19434	0	0
YPL119C-A	264	85.0011	3	13.9919
YIL143C	2532	2353	151	25.441
YBR292C	372	193	0	0
YGR240C	2964	2785	1615	229.893
YOR094W	552	373	33	35.0739
YDR167W	621	442	90	80.7234
YBR063C	1215	1036	31	11.8626
YER052C	1584	1405	219	61.7941
YGR178C	2169	1990	647	128.893
YPL118W	1035	856	172	79.6588
YPR187W	468	289	209	286.7
YJL065C	504	325	37.8519	46.1726
YOL141W	2088	1909	4	0.830679
