target_id	length	eff_length	est_counts	tpm
YHR055C	184	18.2087	5	83.0763
YPR161C	1975	1796	195	32.8484
YOL138C	4021	3842	129	10.1582
YDR395W	2836	2657	1200	136.639
YGR129W	649	470	33	21.2423
YPR165W	631	452	594	397.589
YPR098C	583	404	37	27.7081
YPL015C	1084	905	96	32.0929
YCL050C	967	788	678	260.309
YAL069W	199	25.9389	0	0
YMR193W	778	599	113	57.0739
YGR053C	853	674	26	11.6708
YER087C-B	250	71.016	48	204.49
YOR280C	802	623	40	19.4249
YGR097W	3439	3260	172	15.9624
YKL025C	2044	1865	194	31.4709
YKR011C	1063	884	118	40.3846
YEL004W	1030	851	98	34.8404
YJL200C	2371	2192	188	25.948
YLL027W	754	575	73	38.4097
YLR045C	2668	2489	227	27.5922
YOR024W	196	24.1385	0	0
YDR348C	1498	1319	167	38.3052
YPL183C	3043	2864	844	89.157
YGR003W	2236	2057	185	27.2097
YBL095W	850	671	115	51.8515
YGL060W	2020	1841	171	28.1014
YLL007C	1999	1820	62	10.3064
YEL009C	850	671	2670	1203.86
YOR083W	883	704	57	24.4956
YEL015W	1657	1478	384	78.6037
YDR329C	1321	1142	85	22.5185
YBR252W	445	266	283	321.878
YDL202W	751	572	127	67.1728
YHR209W	880	701	78	33.6638
YER075C	2746	2567	167	19.6823
YDL203C	1876	1697	129	22.9982
YBR050C	1081	902	4	1.34165
YMR197C	655	476	80	50.8474
YBL049W	418	239	25	31.6467
YER054C	1645	1466	14	2.88922
YDR305C	708	529	60	34.3148
YNL201C	2578	2399	173	21.8173
YCR061W	1891	1712	41	7.24546
YHR051W	448	269	224	251.931
YPL171C	1204	1025	40	11.8065
YDL116W	2182	2003	619	93.4966
YPR124W	1330	1151	667	175.322
YGL167C	2854	2675	756	85.5035
YJL023C	1045	866	93	32.4901
YDL165W	577	398	99	75.2555
YIL143C	2533	2354	344	44.2118
YGR240C	2965	2786	2048.53	222.458
YOR094W	553	374	69	55.8166
YDR167W	622	443	119	81.2698
YBR063C	1222	1043	96	27.8467
YER052C	1585	1406	462	99.4129
YPR187W	545	366	363	300.062
YPL118W	1036	857	246	86.8441
YGR178C	2170	1991	565	85.8545
YPR086W	1039	860	191	67.1925
YOL141W	2131	1952	148	22.9387
YJL065C	502	323	112	104.906
YBR122C	535	356	75	63.7378
YBR279W	1342	1163	208	54.109
YBR271W	1255	1076	178	50.0488
YER130C	1357	1178	139	35.699
YBR155W	1159	980	289	89.2191
YDR363W	1372	1193	107	27.135
YPL147W	2614	2435	58	7.20635
YLR443W	1348	1169	157	40.6323
YGR266W	2119	1940	226	35.2446
YBR067C	622	443	186	127.027
YAL034C	1234	1055	80	22.9416
YLR270W	1054	875	138	47.7152
YCR095C	1090	911	143	47.4902
YPR084W	1372	1193	98	24.8526
YMR113W	1285	1106	117	32.0049
YBR184W	1675	1496	48	9.70724
YGR035C	358	179	33	55.7759
YCL008C	1159	980	81	25.006
YDL222C	931	752	3	1.20695
YEL065W	1888	1709	588	104.093
YMR296C	1678	1499	538	108.584
YNL335W	679	500	5	3.02542
YDR232W	1648	1469	534	109.978
YGR190C	283	104	17.2858	50.2854
YHR116W	388	209	14	20.266
YDR313C	874	695	49	21.3303
YFR018C	1087	908	135	44.9815
YKL007W	808	629	189	90.907
YIL048W	3457	3278	261	24.0889
YDL213C	676	497	253	154.01
YDR443C	4261	4082	87	6.44811
YNL292W	1222	1043	312	90.5016
YOR324C	1804	1625	63	11.7293
YNL134C	1132	953	92	29.2066
YKL100C	1780	1601	162	30.6133
YPL021W	565	386	2	1.56758
YIL146C	1588	1409	55	11.8097
YNL218W	1762	1583	54	10.3205
YIL121W	1693	1514	48	9.59183
YDL167C	2119	1940	314	48.9682
YPL214C	1624	1445	208	43.5493
YOR228C	910	731	37	15.3134
YBR270C	1639	1460	82	16.9921
YGR222W	895	716	125	52.8181
YML020W	1993	1814	46	7.67196
YGR121C	1480	1301	47	10.9297
YBR222C	1633	1454	87	18.1026
YDL003W	1696	1517	241	48.0637
YOR323C	1426	1247	420	101.899
YMR183C	889	710	272	115.904
YOR274W	1288	1109	66	18.0052
YER146W	283	104	63	183.271
YML075C	3169	2990	1519.51	153.751
YPL063W	1435	1256	501	120.68
YLR273C	1990	1811	40	6.68232
YDR457W	9805	9626	478	15.0234
YLR434C	178	15.9266	0	0
YDR181C	1444	1265	81	19.3723
YGL097W	1450	1271	273	64.9835
YCL056C	436	257	50	58.8604
YMR242W-A	91	4.6639	0	0
YJL083W	1825	1646	32	5.88175
YPL140C	1537	1358	55	12.2532
YOR026W	1027	848	121	43.1694
YNR016C	6703	6524	1841	85.3741
YER123W	1579	1400	176	38.0339
YGR055W	1726	1547	542	105.997
YKR054C	12280	12101	67	1.6751
YMR315W	1051	872	226	78.4112
YAL024C	4330	4151	133	9.6936
YKL187C	2242	2063	48	7.03928
YDR383C	718	539	32	17.9617
YKL055C	838	659	19	8.72277
YDR035W	1114	935	770	249.152
YHR160C	853	674	11	4.93763
YGR047C	3073	2894	185	19.3401
YDR119W	2281	2102	665	95.7139
YBR208C	5506	5327	78	4.42994
YER151C	2743	2564	390	46.0185
YLR070C	1072	893	13	4.40431
YPR019W	2803	2624	155	17.8712
YPL228W	1651	1472	118	24.2527
YPR190C	1966	1787	460	77.8788
YGR041W	1642	1463	189	39.0844
YHR097C	1228	1049	20	5.7682
YDR353W	961	782	800	309.506
YPL047W	301	122	52	128.952
YPL014W	1147	968	59	18.4401
YGR007W	973	794	279	106.309
YML116W	1639	1460	179	37.0925
YOL137W	1600	1421	216	45.9881
YGL155W	1162	983	153	47.0895
YKL214C	610	431	90	63.1759
YER061C	1330	1151	55	14.4568
YPL119C	1858	1679	14	2.52269
YDL125C	546	367	193	159.103
YHR186C	4678	4499	161	10.8267
YKL011C	1063	884	63	21.5613
YLL019C	2215	2036	193	28.6791
YNL257C	3694	3515	277	23.8419
YJR092W	4342	4163	231	16.7877
YPL189C-A	208	32.1317	13	122.404
YBR291C	901	722	106	44.4176
YBL059W	534	355	29	24.7147
YLR078C	826	647	159	74.3496
YFL012W	469	290	0	0
YDR262W	817	638	70	33.1943
YDR072C	1585	1406	645	138.791
YDR179C	490	311	11	10.7009
YGR220C	826	647	109	50.9693
YIL053W	817	638	1427.5	676.929
YMR161W	676	497	105	63.9174
YGL162W	901	722	18	7.5426
YNL243W	2908	2729	358	39.6886
YBR234C	1156	977	579	179.296
YNL047C	1975	1796	74	12.4655
YKL038W	3499	3320	102	9.29497
YFL053W	1777	1598	54	10.2236
YKR060W	826	647	247	115.499
YPR200C	394	215	2	2.81435
YLR411W	727	548	206	113.729
YHR150W	1741	1562	100	19.3689
YLR318W	2632	2453	145	17.8837
