target_id	length	eff_length	est_counts	tpm
YHR055C	187	19.5103	1	128.92
YPR161C	1975	1796	1	1.40048
YOL138C	4027	3848	1	0.653655
YDR395W	2836	2657	33	31.2397
YGR129W	649	470	0	0
YPR165W	631	452	54	300.496
YPR098C	583	404	1	6.2259
YPL015C	1075	896	1	2.80722
YCL050C	967	788	16	51.0714
YAL069W	316	137	0	0
YMR193W	778	599	1	4.19911
YGR053C	853	674	0	0
YER087C-B	250	71.016	2	70.8366
YOR280C	802	623	0	0
YGR097W	3442	3263	0	0
YKL025C	2041	1862	0	0
YKR011C	1063	884	0	0
YEL004W	1030	851	2	5.91132
YJL200C	2371	2192	2	2.29495
YLL027W	754	575	0	0
YLR045C	2668	2489	1	1.01055
YOR024W	325	146	0	0
YDR348C	1501	1322	2	3.80524
YPL183C	3043	2864	3	2.63471
YGR003W	2236	2057	0	0
YBL095W	814	635	0	0
YGL060W	1927	1748	0	0
YLL007C	1999	1820	1	1.38201
YEL009C	847	668	10	37.6537
YOR083W	889	710	0	0
YEL015W	1657	1478	5	8.50902
YDR329C	1327	1148	0	0
YBR252W	445	266	1	9.45588
YDL202W	751	572	4	17.5893
YHR209W	877	698	1	3.60353
YER075C	2788	2609	0	0
YDL203C	1873	1694	0	0
YBR050C	1018	839	0	0
YMR197C	655	476	4	21.1367
YBL049W	418	239	0	0
YER054C	1648	1469	0	0
YDR305C	744	565	1	4.4518
YNL201C	2578	2399	0	0
YCR061W	1897	1718	4	5.85626
YHR051W	448	269	0	0
YPL171C	1204	1025	0	0
YDL116W	2182	2003	2	2.5115
YPR124W	1222	1043	4	9.64627
YGL167C	2854	2675	11	10.3431
YJL023C	1045	866	0	0
YDL165W	577	398	0	0
YIL143C	2533	2354	3	3.20552
YGR240C	2965	2786	248	223.9
YOR094W	553	374	4	26.9012
YDR167W	622	443	4	22.7112
YBR063C	1216	1037	0	0
YER052C	1585	1406	14	25.0453
YPR187W	545	366	46	316.126
YPL118W	1036	857	3	8.8049
YGR178C	2170	1991	16	20.2131
YPR086W	1039	860	5	14.6236
YOL141W	2089	1910	0	0
YJL065C	505	326	0	0
YBR122C	535	356	5	35.3268
YBR279W	1339	1160	9	19.515
YBR271W	1261	1082	0	0
YER130C	1333	1154	0	0
YBR155W	1159	980	2	5.13319
YDR363W	1372	1193	0	0
YPL147W	2614	2435	0	0
YLR443W	1348	1169	2	4.30328
YGR266W	2107	1928	0	0
YBR067C	634	455	14	77.3928
YAL034C	1243	1064	0	0
YLR270W	1054	875	2	5.74918
YCR095C	1090	911	0	0
YPR084W	1372	1193	1	2.10835
YMR113W	1285	1106	0	0
YBR184W	1573	1394	0	0
YGR035C	352	173	0	0
YCL008C	1159	980	1	2.5666
YDL222C	931	752	0	0
YEL065W	1888	1709	6	8.83066
YMR296C	1678	1499	20	33.5592
YNL335W	679	500	0	0
YDR232W	1648	1469	13	22.259
YGR190C	367	188	1	13.3791
YHR116W	457	278	0	0
YDR313C	862	683	0	0
YFR018C	1093	914	1	2.75193
YKL007W	808	629	5	19.9942
YIL048W	3457	3278	12	9.2078
YDL213C	679	500	0	0
YDR443C	4264	4085	0	0
YNL292W	1213	1034	1	2.43256
YOR324C	1810	1631	0	0
YNL134C	1132	953	1	2.63931
YKL100C	1765	1586	1	1.58592
YPL021W	565	386	0	0
YIL146C	1591	1412	0	0
YNL218W	1765	1586	0	0
YIL121W	1630	1451	0	0
YDL167C	2161	1982	2	2.53811
YPL214C	1624	1445	0	0
YOR228C	910	731	0	0
YBR270C	1639	1460	0	0
YGR222W	883	704	0	0
YML020W	1996	1817	0	0
YGR121C	1480	1301	1	1.93333
YBR222C	1633	1454	5	8.64947
YDL003W	1702	1523	12	19.8182
YOR323C	1372	1193	2	4.21671
YMR183C	889	710	10	35.4263
YOR274W	1288	1109	0	0
YER146W	283	104	0	0
YML075C	3166	2987	12	10.1048
YPL063W	1432	1253	1	2.00739
YLR273C	1948	1769	0	0
YDR457W	9808	9629	3	0.783653
YLR434C	385	206	0	0
YDR181C	1447	1268	0	0
YGL097W	1450	1271	1	1.97897
YCL056C	436	257	0	0
YMR242W-A	91	4.6639	0	0
YJL083W	1816	1637	0	0
YPL140C	1522	1343	3	5.61861
YOR026W	1027	848	0	0
YNR016C	6703	6524	138	53.2046
YER123W	1576	1397	4	7.2019
YGR055W	1726	1547	29	47.1511
YKR054C	12280	12101	0	0
YMR315W	1051	872	5	14.4224
YAL024C	4309	4130	1	0.609023
YKL187C	2254	2075	0	0
YDR383C	718	539	0	0
YKL055C	838	659	0	0
YDR035W	1114	935	83	223.28
YHR160C	853	674	0	0
YGR047C	3079	2900	0	0
YDR119W	2308	2129	4	4.72572
YBR208C	5509	5330	0	0
YER151C	2740	2561	4	3.92857
YLR070C	1072	893	0	0
YPR019W	2803	2624	6	5.75137
YPL228W	1651	1472	2	3.41748
YPR190C	1966	1787	3	4.22261
YGR041W	1645	1466	0	0
YHR097C	1226	1047	1	2.40235
YDR353W	961	782	21	67.5455
YPL047W	301	122	0	0
YPL014W	1147	968	1	2.59841
YGR007W	973	794	8	25.3427
YML116W	1630	1451	0	0
YOL137W	1495	1316	1	1.9113
YGL155W	1132	953	1	2.63931
YKL214C	613	434	0	0
YER061C	1330	1151	0	0
YPL119C	1855	1676	0	0
YDL125C	589	410	2	12.2696
YHR186C	4675	4496	3	1.67834
YKL011C	1063	884	1	2.84532
YLL019C	2215	2036	1	1.2354
YNL257C	3691	3512	1	0.716192
YJR092W	4345	4166	3	1.81128
YPL189C-A	208	32.1317	0	0
YBR291C	901	722	0	0
YBL059W	652	473	0	0
YLR078C	825	646	1	3.8936
YFL012W	448	269	0	0
YDR262W	820	641	0	0
YDR072C	1585	1406	12	21.4674
YDR179C	490	311	0	0
YGR220C	811	632	3	11.9396
YIL053W	754	575	194	848.629
YMR161W	676	497	1	5.0609
YGL162W	901	722	0	0
YNL243W	2908	2729	6	5.53008
YBR234C	1156	977	21	54.064
YNL047C	1972	1793	0	0
YKL038W	3514	3335	0	0
YFL053W	1777	1598	0	0
YKR060W	826	647	0	0
YPR200C	394	215	0	0
YLR411W	727	548	3	13.7697
YHR150W	1741	1562	3	4.83086
YLR318W	2656	2477	0	0
YGL219C	1381	1202	0	0
YBR045C	1921	1742	0	0
YMR039C	880	701	5	17.9406
YKL195W	1213	1034	3	7.29767
YPR127W	1039	860	0	0
YPL188W	1246	1067	3	7.07197
YDR217C	3931	3752	0	0
YML015C	1042	863	1	2.91456
YJR126C	2437	2258	0	0
YHR073W	2992	2813	12	10.7299
YPR026W	3637	3458	0	0
YMR274C	949	770	0	0
YMR008C	1996	1817	18	24.9173
YDL227C	1762	1583	0	0
YOR197W	1300	1121	5	11.2188
YNL081C	433	254	0	0
YKL096W-A	280	101	79	1967.39
YDR532C	1159	980	0	0
YDR049W	1900	1721	3	4.38454
YKL170W	418	239	0	0
YGL047W	610	431	0	0
YJL043W	775	596	0	0
YHR079C	3349	3170	1	0.793459
YLR006C	2140	1961	3	3.84793
YPR171W	1732	1553	0	0
YML063W	769	590	1800.35	7675.19
YHL029C	2041	1862	4	5.40336
YLR178C	661	482	0	0
YJL090C	2296	2117	0	0
