target_id	length	eff_length	est_counts	tpm
YHR055C	186	19.0638	26.5	764.934
YPR161C	1974	1795	45	13.7955
YOL138C	4026	3847	77	11.0143
YDR395W	2835	2656	78	16.1605
YGR129W	648	469	17	19.9464
YPR165W	630	451	461	562.487
YPR098C	486	307	69	123.68
YPL015C	1074	895	168	103.294
YCL050C	966	787	250	174.805
YAL069W	315	136	0	0
YMR193W	777	598	32	29.4467
YLR031W	561	382	3	4.32161
YIL014C-A	315	136	13	52.6008
YGR053C	852	673	10	8.1766
YCR101C	549	370	5	7.43629
YER087C-B	249	70.019	41	322.222
YOR280C	801	622	36	31.8493
YGR097W	3441	3262	291	49.0904
YHR215W	1404	1225	9.66667	4.34239
YKL025C	2040	1861	86	25.4296
YKR011C	1062	883	72	44.8704
YEL004W	1029	850	20	12.9479
YJL200C	2370	2191	24	6.02777
YLL027W	753	574	135	129.423
YOR024W	324	145	0	0
YLR045C	2667	2488	100	22.1176
YDR348C	1500	1321	245	102.059
YPL183C	3042	2863	33	6.34279
YGR003W	2235	2056	22	5.88827
YEL008C-A	93	4.74468	0	0
YBL095W	813	634	62.6811	54.4046
YGL060W	1926	1747	36	11.3396
YLL007C	1998	1819	28	8.47058
YEL009C	846	667	1075	886.892
YEL015W	1656	1477	145	54.0226
YOR083W	888	709	15	11.6421
YBR252W	444	265	68	141.205
YDR329C	1326	1147	119	57.0915
YDL202W	750	571	43	41.4401
YHR209W	876	697	45	35.5277
YPR008W	2085	1906	217	62.6505
YER075C	2787	2608	23	4.85298
YDL203C	1872	1693	56	18.202
YBR050C	1017	838	18.7557	12.3162
YMR197C	654	475	110	127.435
YDR261W-A	1317	1138	0	0
YBL049W	417	238	14	32.3697
YER054C	1647	1468	49	18.3678
YDR305C	654	475	36	41.7058
YHL019W-A	594	415	50.9992	67.6243
YNL201C	2577	2398	28	6.42535
YHR180W-A	183	17.7996	0	0
YCR061W	1896	1717	79	25.3189
YBR206W	324	145	39.7408	150.819
YPL171C	1203	1024	10	5.37388
YHR051W	447	268	61	125.252
YDL116W	2181	2002	64	17.5915
YPR124W	1221	1042	150.491	79.4752
YJL023C	1044	865	28	17.8127
YGL167C	2853	2674	351	72.2327
YDL165W	576	397	42	58.2166
YLR154C-H	132	7.19434	0	0
YPL119C-A	264	85.0011	2	12.9477
YIL143C	2532	2353	95	22.2172
YBR292C	372	193	0	0
YGR240C	2964	2785	1176	232.365
YOR094W	552	373	23	33.9318
YDR167W	621	442	78	97.1092
YBR063C	1215	1036	21	11.1544
YER052C	1584	1405	187	73.2408
YGR178C	2169	1990	377	104.25
YPL118W	1035	856	110	70.7142
YPR187W	468	289	135	257.054
YJL065C	504	325	42.7636	72.4067
YOL141W	2088	1909	2	0.576517
YPR086W	1038	859	106	67.9048
YBR122C	534	355	47	72.8547
YBR271W	1260	1081	12	6.10863
YBR279W	1338	1159	117	55.5508
YHR095W	495	316	1	1.74141
YMR221C	1515	1336	83	34.1869
YDR241W	288	109	0	0
YJL221C	1770	1591	20.7221	7.16723
YER130C	1332	1153	60	28.6358
YBR155W	1158	979	51	28.6666
YDR363W	1371	1192	34	15.6961
YGR266W	2106	1927	103	29.4133
YLR443W	1347	1168	74.8484	35.2637
YPL147W	2613	2434	35	7.9129
YAL034C	1242	1063	64	33.131
YBR067C	633	454	137	166.055
YCR095C	1089	910	29	17.5366
YLR270W	1053	874	98	61.7025
YPR084W	1371	1192	25	11.5412
YBR184W	1572	1393	7	2.76525
YMR113W	1284	1105	62	30.8757
YGR035C	351	172	3	9.598
YDL222C	930	751	10	7.32737
YCL008C	1158	979	114	64.0782
YEL065W	1887	1708	34	10.9542
YNL335W	678	499	12.6667	13.9685
YMR296C	1677	1498	313	114.98
YDR232W	1647	1468	156	58.4772
YGR190C	366	187	4.38925	12.9163
YHR116W	456	277	19	37.7452
YDR313C	861	682	39	31.4679
YFR018C	1092	913	146	87.9974
YKL007W	807	628	156	136.695
YIL048W	3456	3277	113	18.9754
YDL213C	678	499	110	121.305
YDR443C	4263	4084	57.0861	7.69188
YNL292W	1212	1033	41	21.8409
YKL183C-A	213	36.0583	0	0
YOR324C	1809	1630	48	16.2047
YNL134C	1131	952	111	64.1614
YKL100C	1764	1585	182	63.1873
YOR192C-B	5313	5134	61.9928	6.64467
YPL021W	564	385	0	0
YIL146C	1590	1411	25	9.74992
YLR299C-A	93	4.74468	0	0
YNL218W	1764	1585	34	11.8042
YIL121W	1629	1450	29	11.0057
YNL228W	777	598	22.6571	20.8493
YDL167C	2160	1981	37	10.2779
YPL214C	1623	1444	85	32.3921
YOR228C	909	730	38	28.645
YBR270C	1638	1459	33	12.4465
YGR222W	882	703	36	28.1796
YEL063C	1773	1594	118	40.7363
YAL068W-A	255	76.0064	0	0
YML020W	1995	1816	64	19.3933
YGR121C	1479	1300	85	35.9802
YBR222C	1632	1453	180	68.1702
YDL095W	2454	2275	282.897	68.4283
YDL003W	1701	1522	58	20.9701
YOR323C	1371	1192	244	112.642
YMR183C	888	709	140	108.66
YOR274W	1287	1108	50	24.8324
YER146W	282	103	90.0825	481.272
YML075C	3165	2986	118	21.746
YOL035C	303	124	22.1315	98.215
YPL063W	1431	1252	172	75.5983
YDR457W	9807	9628	214	12.2311
YLR273C	1947	1768	19	5.9137
YDR181C	1446	1267	54	23.4534
YLR434C	384	205	0	0
YGL097W	1449	1270	160	69.3273
YCL056C	435	256	30	64.4866
YJL083W	1815	1636	34	11.4362
YMR242W-A	90	4.62459	0	0
YOR026W	1026	847	33	21.4397
YPL140C	1521	1342	33	13.5316
YNR016C	6702	6523	651	54.9189
YER123W	1575	1396	54	21.2861
YGR055W	1725	1546	175	62.2897
YKR054C	12279	12100	101	4.59329
YMR315W	1050	871	241	152.26
YAL024C	4308	4129	37	4.93111
YKL202W	582	403	4.32867	5.91068
YKL187C	2253	2074	56	14.8582
YDR383C	717	538	37	37.8449
YDR396W	501	322	20.8809	35.6847
YGR115C	780	601	0	0
YKL055C	837	658	2	1.6726
YDR035W	1113	934	360	212.101
YBL062W	381	202	8.15505	22.2159
YHR160C	852	673	8	6.54128
YGR047C	3078	2899	48	9.11131
YDR119W	2307	2128	110	28.4452
YBR208C	5508	5329	87	8.98383
YER151C	2739	2560	107	23.0002
YLR070C	1071	892	42	25.9103
YPR019W	2802	2623	120	25.1751
YPL228W	1650	1471	83	31.0494
YPR190C	1965	1786	38	11.7082
YGR041W	1644	1465	61	22.9129
YDR353W	960	781	721	508.01
YHR097C	1101	922	160	95.4942
YPL047W	300	121	7	31.8347
YPL014W	1146	967	71	40.4036
YGR007W	972	793	150	104.089
YML116W	1629	1450	54	20.4934
YOL137W	1494	1315	45	18.8311
YGL155W	1131	952	46	26.5894
YER061C	1329	1150	54	25.8395
YKL214C	612	433	37	47.0221
YPL119C	1854	1675	36	11.827
YDL125C	477	298	371	685.087
YHR186C	4674	4495	72	8.81436
YKL011C	1062	883	19	11.8408
YLL019C	2214	2035	116	31.3676
YNL257C	3690	3511	67	10.501
YGL199C	471	292	38.6183	72.7776
YJR092W	4344	4165	74	9.77698
YDR010C	333	154	10	35.7328
YBL059W	582	403	20	27.3094
YBR291C	900	721	35	26.7129
YPL189C-A	207	31.3862	12	210.392
YDR262W	819	640	92	79.1035
YFL012W	447	268	0	0
YLR078C	735	556	87	86.1058
YDR072C	1584	1405	189	74.0242
YDR179C	489	310	2	3.55023
YKL153W	510	331	3098.25	5150.83
YOR108C-A	210	33.6633	2.40333	39.2865
YGR220C	810	631	48.8258	42.5802
YIL053W	753	574	3609	3459.9
YMR161W	675	496	54	59.9101
YER011W	765	586	14	13.1467
YDR258C	2436	2257	133	32.4271
YDR467C	327	148	4.98617	18.5393
YGL162W	900	721	38	29.0026
YNL243W	2907	2728	369	74.4338
YBR234C	1155	976	332	187.187
YNL047C	1971	1792	55	16.8893
YKL038W	3513	3334	124	20.4665
YFL053W	1776	1597	8	2.7566
YOR200W	399	220	23.6425	59.137
YKR060W	825	646	13	11.0739
YPR200C	393	214	5	12.8571
YLR411W	726	547	6	6.03604
YLR318W	2655	2476	13	2.88922
YHR150W	1740	1561	30	10.5756
YGL219C	1380	1201	110.372	50.5711
YFL009W	2340	2161	104.592	26.6336
YBR045C	1920	1741	10	3.16074
YMR039C	879	700	207	162.727
YKL195W	1212	1033	258	137.438
YPR127W	1038	859	86	55.0926
YPL188W	1245	1066	51	26.327
YGL147C	576	397	1293.42	1792.82
YDR217C	3930	3751	85	12.4698
YML015C	1041	862	50	31.9191
YJR126C	2436	2257	182	44.3739
YPR026W	3636	3457	101	16.0772
YHR073W	2991	2812	184	36.0073
YMR274C	948	769	19	13.5961
YMR008C	1995	1816	130	39.3927
YHR125W	306	127	0	0
YER119C-A	372	193	0	0
